packageName,title,descriptionHtml,
iqagent.android.iqagentclient,iQagent,"iQagent recognizes equipment on the plant floor and displays relevant live data, schematics and other resources about it on your android phone. The iQagent app delivers live process data and access to relevant resources (such as Reference manuals, schematics, Preventative Maintenance schedules, Vendor Contacts, etc) for all of your process equipment, instantly to your android device.For instance, you could walk up to a assembly line, scan a QR code with your iPhone or iPad, and show the number of units produced, production rate, and number of rejects, all live data from your HMI, SCADA, PLC or Database. You can also view preventative maintenance actions and trouble reports from your local systems, or call up production schedules from a database, or email or call a vendor or supervisor.You don&#39;t have to be near the equipment to see the data; our on-screen browser lets you call up process information anywhere you have access to the Plant Network, even over cellular! Call up live process data in a meeting, from your desk, or during a quick hallway conversation.iQagent comes with a fully functional Demo Server onboard so you can see how it works in seconds! Just download the app, then visit our support URL Below to scan one of the sample QR Codes to see it in action! You can also just select items from the on-screen browser.iQagent works with our iQagent server application (available through iQagent, inc) which is installed in your plant. First, Points Of Interest (POIs) are configured for any equipment, process or machine on your plant floor using the iQagent Server and Configuration utility. Each POI is linked with process data points from your HMI or PLC via OPCDA, OPCUA or ODBC, as well as reference data including parts lists, equipment manuals, vendor contact info, and links to internal work order entry and trouble reporting applications. A unique QR Code is then generated which uniquely identifies the POI to the iQagent application. Android users can then use iQAgent to scan the POI’s QR Code to display a data view containing the configured process data as live values, trends, pie charts, or bar graphs. The Info view allows direct access to relevant equipment manuals, parts lists, and work order entry systems with a single tap.",
it.progea.appwebclient,Movicon Web Client,"Movicon WebClient is the Mobile Client application that allows you to connect from everywhere to your Movicon Scada/HMI plant supervision server. Movicon is the automation supervision software that connect your data, manage the visualization through an intuitive user interface, manage your alarms, collect information into database for analysis and reporting.Demo: you can connect to Progea Movicon Server demo and interact with the simple synoptics representing an automation plant. Just set Server Address as &quot;support.progea.com&quot; and leave other settings as default (i.e. Server Port 12233). Than, come back to the APP, connect and open. For any further info: support@progea.com",
it.progea.NExTWebClient,Movicon.NExT WebClient,"Movicon.NExt WebClient is the Mobile Client application that allows to access from everywhere to your Movicon.NExT new generation Scada/HMI server. Installing this free App, you can reach from your mobile Android device your supervision application, as an alternative to the HTML5 solution.The App is available for Android, iOS and Windows App devices.  Movicon.NExt is the new generation of supervision software that connects and visualize your plants or machineries using an intuitive user interface. It manages alarms, historicals and any data information for reports and data analysis, according the modern Industry 4.0 requirements.Demo: after having installed the APP, you can for example access to a Progea Server Demo and interact with simple automated plant demonstration screens.For information:  support@progea.com",
kr.bdon.bdapp,"빌딩온 AI  플랫폼
0.1.6","1. 대시보드 제공      유연한 대시보드 제공(Widget 방식)   2. 표준운영절차 제공      다양한 표준운영절차(SOP) 적용 가능   공공 재난 4단계 운영 가능   Step 분기 및 병합 기능 제공   Flow 프로세스 생성 가능   Process KPI 관리 및 모니터링   3. 알람 전송      알람 정보와 CCTV Snapshot 정보를 실시간 전송 (전화/문자/카카오톡)   4. Report 제공      월간 발생한 알람 정보를 분석하여 Report로 제공   5. 권한 설정      사용자별 권한 및 알람 수신상세 설정 제공   6. 영상장비 연동      VMS/NVR/IP Camera등 영상장비와 실시간 연동   7. 모바일 앱 지원      Android, iOS 지원   8. 다양한 프로토콜 연동      당사 CUBE를 활용한 다양힌 프로토콜 연동 (접점, TCP/IP, Serial, BACnet, Modbus, RTSP, MQTT 등)   3rd party device 연동   9. 국내 최초 AI 모니터링 관제센터 보유로 비 상주 빌딩관리 구독 서비스 가능",
net.bestech.digimct,Digi-MCT,"Digi-MCT is a portable tool for configuring Digi-RTU controller during installation and service. Like the PC version of Digi-MCT, you will need the Bes-Tech USB to Serial Converter (the Converter) for Serial communication with Modbus devices, plus an OTG adapter which allows connection between your mobile device and the Converter.",
net.sagram.hmi_modbus,"HMI Modbus TCP, Bluetooth Free","This software can be used as replacement for HMI operator panel. Some functions of Scada-systems such as reading and writing different data types are provided. Modbus TCP/IP protocol is supported. In order to use Modbus RTU/ASCII additional Modbus converter (for example tgw-715) is necessary.If you need only viewer: https://play.google.com/store/apps/details?id=net.sagram.hmi_modbus_viewer.Manual: https://drive.google.com/drive/folders/0B_ogMSvuFCPAcUgyZURYaDF1ZTg?usp=sharingAlso implemented communication through Bluetooth (Modbus RTU), can be used for communication via Bluetooth shield for Arduino and other devices.Viewing requests and responses in Hex format in the log.Program interface is based on Drag and Drop principle. Long tap on element  in editing mode is used to move that element within workspace.Most external HMI are using port no. 8000, PLC port usually set to 502.Read/write functions currently supports Int 16, Int 32, Float, Float swapped, Boolean data types.Software was tested on HMI panel Weintek MT6070iH, Delta DVP20EX2 PLC, Siemens s7-1200 PLC",
org.mikrodev.vpclient,ViewPLUS Client,ViewPLUS Client  helps you to connect ViewPLUS SCADA server and monitor and control your system,
org.qtproject.e2TANGOminiSCADA,e²TANGO-miniSCADA,"e²TANGO-miniSCADA to aplikacja umożliwiająca zdalne nadzorowanie urządzeń e²TANGO zainstalowanych na obiektach bezobsługowych, w szczególności OZE (farmy PV, małe elektrownie wiatrowe, małe elektrownie wodne, biogazownie, inne o tożsamym przeznaczeniu), poprzez dostęp do pomiarów urządzeń, podglądu zdarzeń i alarmów, informacji o bieżącej i historycznej produkcji energii, dziennika zdarzeń oraz stanu łączników wraz z możliwością ich sterowania (załącz/wyłącz).",
pl.com.askom.asixmobileapp,Asix Mobile,"Asix Mobile module is an extension of a set of tools and programs available in the Asix system (SCADA system) with dedicated functionality for all kinds of mobile devices - a smartphone or tablet type. Easy access to data, quick adjustment of presentation to individual needs, control functions and security of communication, are the main features of Asix Mobile. Asix Mobile enables creating a fully functional interface for visualization of selected measurements of the inspected facility, as well as control of its operation. Design and use of the graphical interface has been fully adapted for devices with small screens. Much emphasis has been put on the effective use of touch screens.Thanks to Asix Mobile, the user gains instant access to data regardless of his location. It is possible to track current values of measurements and view their registered history. If necessary, you can influence  the state of the process by sending a remote control or set points. There is also possibility to check alarm status including acknowledgment of the alarm reading.",
pl.hydroautomatyka.powerpack40,POWER PACK 4.0,"Aplikacja POWER PACK 4.0 służy do sterowania zasilaczem hydraulicznym firmy PONAR Wadowice. Agregat został wyposażony w komponenty firmy IFM, które umożliwiają sprawdzenie najważniejszych parametrów w układach hydraulicznych tj. ciśnienie, temperaturę, przepływ oraz wilgotność oleju. Całość układu została wykonana i oprogramowana przez firmę HYDROAUTOMATYKA Sp. z o.o. Sterownik PLC komunikuje się z czujnikami przy pomocy protokołu IO-Link, a dzięki zastosowaniu bezprzewodowego routera Wi-Fi jest możliwość połączenia się agregatu hydraulicznego z aplikacją mobilną przy pomocy protokołu MODBUS TCP/IP.",
